name|title|year|rank|releasedate|agg_genres
Bateman, Jason|Identity Thief (2013)|2013|5,7 |2013-02-08|Comedy;Crime
Belushi, James|Mr. Destiny (1990)|1990|6,3 |1990-10-12|Comedy;Fantasy;Romance
Douglas, Michael (I)|And So It Goes (2014)|2014|5,7 |2014-07-25|Comedy;Drama;Romance
Snipes, Wesley|New Jack City (1991)|1991|6,6 |1991-03-08|Action;Crime;Drama;Thriller
Brown, Jim (I)|Take a Hard Ride (1975)|1975|5,8 |1975-10-29|Western
Allen, Woody|The Front (1976)|1976|7,4 |1976-09-17|Comedy;Drama
Ferrell, Will (I)|Get Hard (2015)|2015|6,1 |2015-03-27|Comedy
Coburn, James (I)|The President's Analyst (1967)|1967|7,1 |1967-12-21|Comedy;Sci-Fi;Thriller
Schwarzenegger, Arnold|The 6th Day (2000)|2000|5,9 |2000-11-17|Action;Mystery;Sci-Fi;Thriller
Price, Vincent (I)|The Baron of Arizona (1950)|1950|7,0 |1950-03-04|Drama;History;Romance;Western
Eastwood, Clint|Blood Work (2002)|2002|6,4 |2002-08-09|Action;Crime;Drama;Mystery;Thriller
Kline, Kevin (I)|The Emperor's Club (2002)|2002|6,9 |2002-11-22|Drama
Dangerfield, Rodney|Back to School (1986)|1986|6,5 |1986-06-13|Comedy;Romance;Sport
Neeson, Liam|A Walk Among the Tombstones (2014)|2014|6,5 |2014-09-19|Crime;Drama;Mystery;Thriller
Williams, Treat|Dead Heat (1988)|1988|6,0 |1988-05-06|Action;Comedy;Horror;Sci-Fi;Thriller
Kalyan, Pawan|Komaram Puli (2010)|2010|3,7 |2010-09-10|Action;Comedy;Crime;Romance;Thriller
Moore, Roger (I)|Octopussy (1983)|1983|6,6 |1983-06-10|Action;Adventure;Thriller
Slater, Christian (I)|Bed of Roses (1996)|1996|6,0 |1996-01-26|Drama;Romance
Caine, Michael (I)|Blame It on Rio (1984)|1984|5,7 |1984-02-17|Comedy;Romance
Russell, Kurt (I)|Now You See Him, Now You Don't (1972)|1972|6,2 |1972-07-12|Comedy;Family;Sci-Fi
Shatner, William|Botschaft der Götter (1976)|1976|5,8 |1977-03-01|Documentary
Norris, Chuck|Code of Silence (1985)|1985|5,9 |1985-05-03|Action;Crime;Drama;Thriller
Price, Vincent (I)|Twice-Told Tales (1963)|1963|6,8 |1963-09-01|Horror;Mystery;Romance;Sci-Fi
Shatner, William|Star Trek VI: The Undiscovered Country (1991)|1991|7,2 |1991-12-06|Action;Adventure;Sci-Fi;Thriller
Li, Bruce (I)|Jing wu men xu ji (1977)|1977|6,1 |1980-04-01|Action;Drama
Lambert, Christopher (I)|Mortal Kombat (1995)|1995|5,8 |1995-08-18|Action;Adventure;Fantasy;Sci-Fi;Thriller
Murray, Bill (I)|The Razor's Edge (1984)|1984|6,6 |1984-10-19|Drama;Romance;War
Streep, Meryl|Evil Angels (1988)|1988|6,9 |1988-11-11|Drama
McGregor, Ewan|Eye of the Beholder (1999)|1999|4,9 |2000-01-28|Drama;Mystery;Thriller
Martin, Steve (I)|Pennies from Heaven (1981)|1981|6,5 |1982-01-01|Drama;Musical;Romance
Heston, Charlton (I)|Airport 1975 (1974)|1974|5,5 |1974-10-18|Action;Drama;Thriller
Hanks, Tom|The Bonfire of the Vanities (1990)|1990|5,4 |1990-12-21|Comedy;Drama
Connery, Sean|Thunderball (1965)|1965|7,0 |1965-12-22|Action;Adventure;Thriller
Lee, Bruce (I)|Game of Death (1978)|1978|6,1 |1979-06-08|Action;Crime;Drama;Thriller
Eastwood, Clint|Hang 'Em High (1968)|1968|7,0 |1968-08-03|Western
Keaton, Michael|Speechless (1994)|1994|5,7 |1994-12-16|Comedy;Romance
Chiranjeevi (I)|Shankardada Zindabad (2007)|2007|5,0 |2007-07-27|Comedy
Van Damme, Jean-Claude|Double Team (1997)|1997|4,6 |1997-04-04|Action;Comedy;Sci-Fi;Thriller
Willis, Bruce|In Country (1989)|1989|5,9 |1989-09-29|Drama;Romance;War
Washington, Denzel|Out of Time (2003/I)|2003|6,5 |2003-10-03|Crime;Drama;Thriller
Kilmer, Val|The Salton Sea (2002)|2002|7,2 |2002-05-17|Crime;Drama;Mystery;Thriller
Moore, Roger (I)|Bed & Breakfast (1991)|1991|5,4 |1992-08-07|Comedy;Drama;Romance
Carradine, David|Cannonball! (1976)|1976|5,4 |1976-07-06|Action;Comedy;Crime;Drama;Thriller
Hackman, Gene|Twice in a Lifetime (1985)|1985|6,5 |1985-10-23|Drama;Romance
Wang, Yu (I)|Zhui ming qiang (1971)|1971|7,0 |1973-12-01|Action;Drama
Chan, Jackie (I)|Se ying diu sau (1978)|1978|7,5 |1982-11-01|Action;Comedy
Walken, Christopher|Brainstorm (1983)|1983|6,5 |1983-09-30|Sci-Fi;Thriller
Reynolds, Burt (I)|The Longest Yard (1974)|1974|7,1 |1974-08-30|Comedy;Crime;Drama;Sport
Lambert, Christopher (I)|Highlander (1986)|1986|7,2 |1986-03-07|Action;Adventure;Fantasy
Sandler, Adam (I)|Jack and Jill (2011/I)|2011|3,4 |2011-11-11|Comedy
Bachchan, Amitabh|Lakshya (2004)|2004|7,9 |2004-06-18|Drama;Romance;War
Santo (III)|Espectro del estrangulador (1966)|1966|5,1 |1966-01-01|Adventure;Horror
Dreyfuss, Richard|Mr. Holland's Opus (1995)|1995|7,3 |1996-01-19|Drama;Music
Goldberg, Whoopi|Bogus (1996)|1996|5,3 |1996-09-06|Comedy;Family;Fantasy
Chiba, Shin'ichi|Sengoku jieitai (1979)|1979|6,7 |1981-01-01|Action;Adventure;Sci-Fi
Reynolds, Burt (I)|Breaking In (1989)|1989|6,1 |1989-10-13|Adventure;Comedy
Owen, Clive (I)|Star (2001/I)|2001|7,8 |2001-06-01|Action;Comedy;Short
Williamson, Fred|The Big Score (1983)|1983|4,8 |1983-11-25|Crime;Drama
Trejo, Danny|Jack's Law (2006)|2006|3,8 |2016-05-05|Action;Crime;Drama;Thriller;War
Statham, Jason|Death Race (2008)|2008|6,4 |2008-08-22|Action;Sci-Fi;Thriller
Cage, Nicolas|The Family Man (2000)|2000|6,7 |2000-12-22|Comedy;Drama;Fantasy;Romance
Caine, Michael (I)|The Honorary Consul (1983)|1983|5,7 |1983-09-30|Drama;Romance;Thriller
Schwarzenegger, Arnold|Kindergarten Cop (1990)|1990|6,0 |1990-12-21|Action;Comedy;Crime
Wayans, Damon|Mo' Money (1992)|1992|5,4 |1992-07-24|Action;Comedy;Crime;Romance;Thriller
Douglas, Michael (I)|Disclosure (1994)|1994|6,0 |1994-12-09|Drama;Thriller
Van Damme, Jean-Claude|Maximum Risk (1996)|1996|5,4 |1996-09-13|Action;Crime;Mystery;Romance;Thriller
Jackman, Hugh|The Fountain (2006)|2006|7,3 |2006-11-22|Drama;Romance;Sci-Fi
Connery, Sean|Cuba (1979)|1979|5,7 |1979-12-21|Adventure;Romance;Thriller;War
Cusack, John (I)|War, Inc. (2008)|2008|5,7 |2008-06-13|Action;Comedy;Thriller
Long, Shelley|A Couple of White Chicks at the Hairdresser (2007)|2007|6,2 |2007-01-01|Comedy;Drama
Candy, John|Going Berserk (1983)|1983|5,3 |1983-09-30|Comedy
Aiello, Danny|Ruby (1992)|1992|5,5 |1992-03-27|Crime;Drama
Willis, Bruce|Live Free or Die Hard (2007)|2007|7,2 |2007-06-27|Action;Adventure;Thriller
Bachchan, Amitabh|Baabul (2006)|2006|5,3 |2006-12-08|Drama;Family;Romance
Murphy, Eddie (I)|Life (1999/I)|1999|6,6 |1999-04-16|Comedy;Crime;Drama
Dreyfuss, Richard|The Big Fix (1978)|1978|6,4 |1978-10-06|Comedy;Mystery;Thriller
Washington, Denzel|The Preacher's Wife (1996)|1996|5,4 |1996-12-13|Comedy;Drama;Fantasy;Romance
Caine, Michael (I)|Water (1985)|1985|6,1 |1986-04-18|Adventure;Comedy;Drama
Fox, Michael J. (I)|Casualties of War (1989)|1989|7,1 |1989-08-18|Drama;History;War
Hawke, Ethan|Before Sunset (2004)|2004|8,1 |2004-07-30|Drama;Romance
Statham, Jason|Homefront (2013/I)|2013|6,5 |2013-11-27|Action;Crime;Drama;Thriller
Walken, Christopher|The Power of Few (2013)|2013|5,3 |2013-02-15|Action;Crime;Drama;Mystery;Thriller
Moore, Dudley|Unfaithfully Yours (1984)|1984|5,9 |1984-02-10|Comedy;Music;Romance
Wilson, Luke (I)|Bongwater (1997)|1997|5,7 |2013-06-10|Comedy;Romance
Price, Vincent (I)|Dr. Phibes Rises Again (1972)|1972|6,4 |1972-07-01|Comedy;Horror
Norris, Chuck|Lone Wolf McQuade (1983)|1983|6,3 |1983-04-15|Action;Crime;Drama;Thriller;Western
Van Dien, Casper|Assumed Killer (2013)|2013|3,4 |2013-11-01|Drama;Mystery;Thriller
Dreyfuss, Richard|Let It Ride (1989)|1989|6,8 |1989-08-18|Action;Comedy
Broderick, Matthew (I)|Glory (1989)|1989|7,9 |1990-02-16|Drama;History;War
Perlman, Ron (I)|Hellboy II: The Golden Army (2008)|2008|7,0 |2008-07-11|Action;Adventure;Fantasy;Sci-Fi
Keaton, Michael|Desperate Measures (1998)|1998|6,0 |1998-01-30|Action;Crime;Drama;Thriller
Nolte, Nick|The Thin Red Line (1998)|1998|7,6 |1999-01-15|Drama;War
Murphy, Eddie (I)|Another 48 Hrs. (1990)|1990|5,8 |1990-06-08|Action;Comedy;Crime;Drama;Thriller
Douglas, Michael (I)|The Jewel of the Nile (1985)|1985|6,0 |1985-12-11|Action;Adventure;Comedy;Romance
Cruise, Tom|Born on the Fourth of July (1989)|1989|7,2 |1990-01-05|Biography;Drama;War
Hanks, Tom|Cloud Atlas (2012)|2012|7,5 |2012-10-26|Drama;Sci-Fi
McClure, Doug (I)|Humanoids from the Deep (1980)|1980|5,7 |1980-05-01|Horror;Sci-Fi
O'Neal, Ryan (I)|An Alan Smithee Film: Burn Hollywood Burn (1997)|1997|3,5 |1998-02-20|Comedy
Banderas, Antonio|Of Love and Shadows (1994)|1994|5,1 |1996-05-10|Drama
Aiello, Danny|2 Days in the Valley (1996)|1996|6,5 |1996-09-27|Comedy;Crime;Drama
Bateman, Jason|Horrible Bosses (2011)|2011|6,9 |2011-07-08|Comedy;Crime
MacLaine, Shirley|Loving Couples (1980)|1980|5,2 |1980-10-24|Comedy
Knoxville, Johnny|Jackass: The Movie (2002)|2002|6,6 |2002-10-25|Comedy;Documentary
Diaz, Cameron|What Happens in Vegas (2008)|2008|6,1 |2008-05-09|Comedy;Romance
Kline, Kevin (I)|Consenting Adults (1992)|1992|5,7 |1992-10-16|Crime;Drama;Mystery;Thriller
Van Damme, Jean-Claude|Lionheart (1990)|1990|6,1 |1991-01-11|Action;Drama;Sport
Dempsey, Patrick (I)|Happy Together (1989)|1989|6,0 |1989-05-04|Comedy;Romance
Craig, Daniel (I)|Quantum of Solace (2008)|2008|6,7 |2008-11-14|Action;Adventure
Perry, Tyler (I)|Tyler Perry's Madea's Tough Love (2015)|2015|5,7 |2015-01-20|Comedy
Black, Jack (I)|Gulliver's Travels (2010)|2010|4,9 |2010-12-25|Adventure;Comedy;Family;Fantasy
Sheen, Charlie|Winning Recipes (2011)|2011|6,8 |2011-03-01|Comedy;Short
Wang, Yu (I)|E tan qun ying hui (1976)|1976|6,8 |1981-01-01|Action;Adventure;Crime;Drama
Arkin, Alan|Freebie and the Bean (1974)|1974|6,6 |1974-12-25|Action;Comedy;Crime;Drama
Snipes, Wesley|Drop Zone (1994)|1994|5,6 |1994-12-09|Action;Adventure;Thriller
Chiranjeevi (I)|Indra (2002)|2002|7,3 |2002-07-24|Action;Drama
Depp, Johnny|Cry-Baby (1990)|1990|6,5 |1990-04-06|Comedy;Musical
Shatner, William|Kingdom of the Spiders (1977)|1977|5,9 |1977-11-01|Horror;Sci-Fi
Gyllenhaal, Jake|Love & Other Drugs (2010)|2010|6,7 |2010-11-24|Comedy;Drama;Romance
Travolta, John (I)|Michael (1996)|1996|5,6 |1996-12-25|Comedy;Drama;Fantasy
Johnson, Dwayne (I)|Gridiron Gang (2006)|2006|6,9 |2006-09-15|Crime;Drama;Sport
Damon, Matt|Inside Job (2010)|2010|8,3 |2010-11-12|Crime;Documentary
Atsumi, Kiyoshi|Shin otoko wa tsurai yo (1970)|1970|7,0 |1973-07-25|Comedy
Jackman, Hugh|X-Men: The Last Stand (2006)|2006|6,8 |2006-05-26|Action;Adventure;Sci-Fi;Thriller
Estevez, Emilio|Young Guns II (1990)|1990|6,4 |1990-08-01|Western
Martin, Steve (I)|The Out-of-Towners (1999)|1999|5,2 |1999-04-02|Comedy
Pearce, Guy (I)|Lockout (2012)|2012|6,1 |2012-04-13|Action;Drama;Sci-Fi;Thriller
McGregor, Ewan|Star Wars: Episode III - Revenge of the Sith (2005)|2005|7,7 |2005-05-19|Action;Adventure;Fantasy;Sci-Fi
Williams, Robin (I)|The Final Cut (2004)|2004|6,2 |2004-10-15|Action;Sci-Fi;Thriller
Kumar, Akshay (I)|Welcome (2007/I)|2007|6,4 |2007-12-21|Comedy;Crime;Drama
Brosnan, Pierce|The November Man (2014)|2014|6,3 |2014-08-27|Action;Crime;Thriller
Jackman, Hugh|Flushed Away (2006)|2006|6,7 |2006-11-03|Adventure;Animation;Comedy;Family
Baldwin, A. Michael|Phantasm IV: Oblivion (1998)|1998|5,7 |1998-10-13|Horror;Sci-Fi
Washington, Denzel|Malcolm X (1992)|1992|7,7 |1992-11-18|Biography;Drama
Lawrence, Martin (I)|Open Season (2006)|2006|6,2 |2006-09-29|Adventure;Animation;Comedy;Family
Snipes, Wesley|White Men Can't Jump (1992)|1992|6,6 |1992-03-27|Comedy;Drama;Sport
Lawrence, Martin (I)|Big Momma's House 2 (2006)|2006|4,5 |2006-01-27|Comedy;Crime
MacLaine, Shirley|Desperate Characters (1971)|1971|6.2 |1971-09-22|Drama
Gibson, Mel (I)|Lethal Weapon 3 (1992)|1992|6.7 |1992-05-15|Action;Crime;Thriller
De Niro, Robert|Hide and Seek (2005)|2005|5.9 |2005-01-28|Horror;Mystery;Thriller
Diesel, Vin|Riddick (2013)|2013|6.4 |2013-09-06|Action;Sci-Fi;Thriller
Chan, Jackie (I)|The Medallion (2003)|2003|5.1 |2003-08-22|Action;Comedy;Fantasy;Thriller
Hanks, Tom|You've Got Mail (1998)|1998|6.5 |1998-12-18|Comedy;Drama;Romance
Hanks, Tom|The 'Burbs (1989)|1989|6.8 |1989-02-17|Comedy;Mystery
Kumar, Akshay (I)|Dosti: Friends Forever (2005)|2005|5.6 |2005-12-23|Romance
Gibson, Mel (I)|Tequila Sunrise (1988)|1988|6.0 |1988-12-02|Crime;Drama;Romance;Thriller
Gibson, Mel (I)|Edge of Darkness (2010)|2010|6.6 |2010-01-29|Crime;Drama;Mystery;Thriller
Li, Jet (I)|Cradle 2 the Grave (2003)|2003|5.8 |2003-02-28|Action;Crime;Drama;Thriller
Broderick, Matthew (I)|Ladyhawke (1985)|1985|7.0 |1985-04-12|Adventure;Drama;Fantasy
Nielsen, Leslie|Mr. Magoo (1997)|1997|3.8 |1997-12-25|Adventure;Comedy;Family;Romance
Allen, Woody|New York Stories (1989)|1989|6.4 |1989-03-10|Comedy;Drama;Romance
Black, Jack (I)|Kung Fu Panda 2 (2011)|2011|7.3 |2011-05-26|Action;Adventure;Animation;Comedy;Drama;Family
Bachchan, Amitabh|Armaan (2003)|2003|5.3 |2003-05-16|Drama;Family;Romance
Baker, Joe Don|Walking Tall (1973)|1973|6.9 |1973-02-22|Action;Crime;Drama;Thriller
York, Michael (I)|Logan's Run (1976)|1976|6.8 |1976-06-23|Action;Adventure;Romance;Sci-Fi
Storch, Larry|Shamrock and Roll (1969)|1969|4.5 |1969-06-28|Animation;Comedy;Family;Short
Hackman, Gene|Target (1985)|1985|5.9 |1985-11-08|Action;Adventure;Crime;Drama;Mystery;Thriller
Hoffman, Dustin|Hero (1992/I)|1992|6.4 |1992-10-02|Comedy;Drama;Romance
Garner, James (I)|Support Your Local Sheriff! (1969)|1969|7.5 |1969-03-26|Comedy;Western
Singer, Marc (I)|House Hunting (2013)|2013|5.1 |2013-02-01|Horror;Mystery;Thriller
Keaton, Michael|Birdman: Or (The Unexpected Virtue of Ignorance) (2014)|2014|7.9 |2014-11-14|Comedy;Drama
Price, Vincent (I)|House on Haunted Hill (1959)|1959|6.9 |1959-02-17|Horror
Estevez, Emilio|D3: The Mighty Ducks (1996)|1996|5.2 |1996-10-04|Action;Comedy;Drama;Family;Sport
Vaughn, Vince|Psycho (1998)|1998|4.6 |1998-12-04|Horror;Mystery;Thriller
Kidman, Nicole|Grace of Monaco (2014)|2014|5.6 |2015-05-25|Biography;Drama;Romance
Carradine, David|On the Line (1984/I)|1984|5.3 |1987-09-01|Drama
O'Keeffe, Miles|Sword of the Valiant: The Legend of Sir Gawain and the Green Knight (1984)|1984|4.3 |1984-08-17|Action;Adventure;Fantasy;Romance
Nolte, Nick|Mulholland Falls (1996)|1996|6.2 |1996-04-26|Crime;Drama;Mystery;Thriller
Bachchan, Amitabh|Kabhi Khushi Kabhie Gham... (2001)|2001|7.5 |2001-12-14|Drama;Musical;Romance
Nicholson, Jack (I)|The Shining (1980)|1980|8.4 |1980-05-23|Horror
Candy, John|Only the Lonely (1991)|91|6.3 |1991-05-24|Comedy;Romance
Carell, Steve|The Incredible Burt Wonderstone (2013)|2013|5.9 |2013-03-15|Comedy;Romance
Wilson, Don 'The Dragon'|The Martial Arts Kid (2015)|15|8.3 |2015-09-18|Action;Family
Grant, Hugh (I)|Four Weddings and a Funeral (1994)|1994|7.1 |1994-04-15|Comedy;Drama;Romance
Taylor, Veronica (I)|Gekijouban Poketto monsutâ Adobansu jenerêshon: Myuu to hadou no yuusha Rukario (2005)|2005|7.1 |2006-09-19|Action;Adventure;Animation;Family;Fantasy
Cordero, Joaquín|El monstruo de los volcanes (1963)|1963|5.0 |1964-01-01|Horror;Sci-Fi
Barrymore, Drew|EverAfter (1998)|98|7.0 |1998-07-31|Comedy;Drama;Romance
Murphy, Eddie (I)|Holy Man (1998)|98|4.8 |1998-10-09|Comedy;Drama
Arkin, Alan|O Que É Isso, Companheiro? (1997)|1997|7.4 |1998-01-30|Action;Drama;History;Thriller
Martin, Steve (I)|The Pink Panther 2 (2009)|09|5.5 |2009-02-06|Adventure;Comedy;Crime;Mystery
Travolta, John (I)|Face/Off (1997)|1997|7.3 |1997-06-27|Action;Crime;Sci-Fi;Thriller
Fraser, Brendan|The Mummy Returns (2001)|2001|6.3 |2001-05-04|Action;Adventure;Fantasy
Gooding Jr., Cuba|Hardwired (2009)|09|4.7 |2009-11-03|Action;Sci-Fi
Witherspoon, Reese|Sweet Home Alabama (2002)|2002|6.1 |2002-09-27|Comedy;Romance
Walker, Paul (I)|Into the Blue (2005)|2005|5.8 |2005-09-30|Action;Adventure;Crime;Thriller
Lambert, Christopher (I)|Adrenalin: Fear the Rush (1996)|1996|3.8 |1996-11-29|Action;Sci-Fi;Thriller
Brown, Jim (I)|Crack House (1989)|1989|5.4 |1989-11-10|Action;Crime;Drama
Allen, Tim (I)|Galaxy Quest (1999)|99|7.3 |1999-12-25|Adventure;Comedy;Sci-Fi
Statham, Jason|Transporter 3 (2008)|2008|6.1 |2008-11-26|Action;Adventure;Crime;Mystery;Thriller
Russell, Kurt (I)|Miracle (2004)|2004|7.5 |2004-02-06|Biography;Drama;History;Sport
Hanks, Tom|Volunteers (1985)|1985|5.4 |1985-08-16|Comedy
Nicholson, Jack (I)|Goin' South (1978)|1978|6.3 |1978-10-06|Comedy;Western
Lee, Christopher (I)|The Gorgon (1964)|1964|6.5 |1965-02-17|Horror
Babu, Mahesh (I)|1 - Nenokkadine (2014)|14|8.7 |2014-01-10|Action;Mystery;Thriller
Hawke, Ethan|Sinister (2012/I)|12|6.8 |2012-10-12|Horror;Mystery
Shatner, William|The Kidnapping of the President (1980)|1980|5.5 |1980-08-15|Action;Drama;Thriller
Brosnan, Pierce|Dante's Peak (1997)|1997|5.8 |1997-02-07|Action;Adventure;Thriller
Smith, Will (I)|Hancock (2008)|2008|6.4 |2008-07-02|Action;Fantasy
Crowe, Russell|A Beautiful Mind (2001)|2001|8.2 |2002-01-04|Biography;Drama
Long, Shelley|Troop Beverly Hills (1989)|1989|5.4 |1989-03-24|Adventure;Comedy
Wilson, Owen (I)|Cars (2006)|2006|7.2 |2006-06-09|Adventure;Animation;Comedy;Family;Sport
Ameche, Don|The Three Musketeers (1939)|1939|5.8 |1939-02-17|Action;Adventure;Comedy;Musical
Stallone, Sylvester|Lock Up (1989)|1989|6.3 |1989-08-04|Action;Crime;Drama;Mystery;Thriller
Kosugi, Shô|Nine Deaths of the Ninja (1985)|1985|3.1 |1985-04-01|Action;Drama
Crowe, Russell|3:10 to Yuma (2007)|2007|7.8 |2007-09-07|Adventure;Crime;Drama;Western
Cruise, Tom|Losin' It (1983)|1983|4.8 |1983-04-22|Comedy
McDonough, Shannon (IV)|Stitches (2011/II)|2011|8.0 |2011-01-15|Crime;Drama;Short;Thriller
Cruise, Tom|Mission: Impossible III (2006)|2006|6.9 |2006-05-05|Action;Adventure;Thriller
Moore, Dudley|Arthur (1981)|1981|6.9 |1981-07-17|Comedy;Romance
Wahlberg, Mark (I)|Invincible (2006)|2006|7.1 |2006-08-25|Biography;Drama;Sport
Wahl, Ken|The Taking of Beverly Hills (1991)|91|4.7 |1991-10-11|Action;Thriller
Loretto, John|Mexican Gangster (2008)|2008|4.5 |2009-11-25|Action
Wilder, Gene|The Adventure of Sherlock Holmes' Smarter Brother (1975)|1975|6.1 |1975-12-14|Comedy;Crime;Musical;Mystery
Willis, Bruce|Over the Hedge (2006)|2006|6.8 |2006-05-19|Adventure;Animation;Comedy;Family
Hoffman, Dustin|John and Mary (1969)|1969|6.6 |1969-12-14|Drama;Romance
Singer, Marc (I)|The Beastmaster (1982)|1982|6.2 |1982-08-20|Action;Adventure;Drama;Fantasy
Nolte, Nick|Mother Night (1996)|1996|7.2 |1996-11-01|Drama;Romance;War
Brosnan, Pierce|The Deceivers (1988)|88|6.0 |1988-09-02|Adventure;Drama;Thriller
Wilder, Gene|The Woman in Red (1984)|1984|5.8 |1984-08-15|Comedy;Romance
Heston, Charlton (I)|Khartoum (1966)|1966|6.9 |1966-06-15|Action;Adventure;Drama;History;War
Weaver, Sigourney|Alien³ (1992)|1992|6.4 |1992-05-22|Horror;Sci-Fi;Thriller
Bullock, Sandra|The Heat (2013/I)|2013|6.6 |2013-06-28|Action;Comedy;Crime
Field, Sally|Soapdish (1991)|91|6.5 |1991-05-31|Comedy;Romance
Li, Jet (I)|Ying xiong (2002)|2002|7.9 |2004-08-27|Action;Adventure;History
Kidman, Nicole|The Golden Compass (2007)|2007|6.1 |2007-12-07|Adventure;Family;Fantasy
Storch, Larry|Fistic Mystic (1969)|1969|4.8 |1969-03-29|Animation;Comedy;Family;Short;Western
Hanks, Tom|The Polar Express (2004)|2004|6.6 |2004-11-10|Adventure;Animation;Family;Fantasy
Travolta, John (I)|The Experts (1989)|1989|4.5 |1989-01-13|Comedy
Saxon, John|Queen of Blood (1966)|1966|5.3 |1966-03-01|Horror;Sci-Fi
Slater, Christian (I)|Untamed Heart (1993)|1993|6.8 |1993-02-12|Comedy;Drama;Romance
Willis, Bruce|Hudson Hawk (1991)|91|5.7 |1991-05-24|Action;Adventure;Comedy
LaBeouf, Shia|Eagle Eye (2008)|2008|6.6 |2008-09-26|Action;Mystery;Thriller
Cage, Nicolas|Raising Arizona (1987)|87|7.4 |1987-04-17|Comedy;Crime;Drama;Romance
Knoxville, Johnny|Jackass Number Two (2006)|2006|7.1 |2006-09-22|Action;Comedy;Documentary
Cage, Nicolas|Gone in Sixty Seconds (2000)|00|6.5 |2000-06-09|Action;Crime;Thriller
Lee, Christopher (I)|Meatcleaver Massacre (1977)|1977|2.7 |1977-03-01|Horror
McClure, Doug (I)|The Land That Time Forgot (1975)|1975|5.7 |1975-08-13|Adventure;Fantasy
Li, Bruce (I)|Yong chun jie quan (1977)|1977|5.7 |1981-09-01|Action;Drama
Atsumi, Kiyoshi|Otoko wa tsurai yo: Junjô hen (1971)|1971|7.1 |1971-09-01|Comedy
Atsumi, Kiyoshi|Otoko wa tsurai yo: Naniwa no koi no Torajirô (1981)|1981|7.2 |1982-01-01|Comedy;Romance
Sandler, Adam (I)|The Longest Yard (2005)|2005|6.3 |2005-05-27|Comedy;Crime;Sport
Goldberg, Whoopi|Clara's Heart (1988)|88|6.3 |1988-10-07|Drama
Downey Jr., Robert|Due Date (2010)|2010|6.6 |2010-11-05|Comedy
Pine, Chris (I)|Quantum Quest: A Cassini Space Odyssey (2010)|2010|5.2 |2012-12-02|Adventure;Animation;Sci-Fi
Price, Vincent (I)|House of Usher (1960)|1960|7.0 |1960-06-22|Horror
Mitchell, Cameron (I)|Sei donne per l'assassino (1964)|1964|7.3 |1965-04-07|Mystery;Thriller
Dudikoff, Michael|American Ninja 4: The Annihilation (1990)|90|3.6 |1991-03-08|Action;Drama
Caan, James (I)|The Program (1993)|1993|6.4 |1993-09-24|Action;Drama;Sport
Price, Vincent (I)|Tower of London (1962)|1962|6.3 |1962-10-24|Drama;History;Horror;Thriller
Kosugi, Shô|Rage of Honor (1987)|87|5.5 |1987-02-01|Action;Drama
Williams, Treat|Smooth Talk (1985)|1985|6.3 |1985-11-17|Drama;Romance;Thriller
Myers, Mike (I)|Austin Powers in Goldmember (2002)|2002|6.2 |2002-07-26|Action;Comedy;Crime;Sci-Fi
Bale, Christian|Reign of Fire (2002)|2002|6.2 |2002-07-12|Action;Adventure;Fantasy;Sci-Fi;Thriller
Snipes, Wesley|The Art of War (2000)|00|5.7 |2000-08-25|Action;Adventure;Crime;Thriller
Streep, Meryl|The Iron Lady (2011)|2011|6.4 |2012-01-13|Biography;Drama;History
Eastwood, Clint|True Crime (1999)|99|6.6 |1999-03-19|Crime;Drama;Mystery;Thriller
Beatty, Warren (I)|Lilith (1964)|1964|7.1 |1964-09-27|Drama
Reeves, Keanu|Speed (1994)|1994|7.2 |1994-06-10|Action;Crime;Thriller
Costner, Kevin|American Flyers (1985)|1985|6.3 |1985-08-16|Drama;Sport
Caan, James (I)|Thief (1981)|1981|7.4 |1981-03-27|Action;Crime;Drama;Thriller
Stiller, Ben|Zoolander (2001)|2001|6.6 |2001-09-28|Comedy
Hauer, Rutger|Pusteblume (1974)|1974|5.8 |1984-01-01|Drama
Hanks, Tom|The Ladykillers (2004)|2004|6.2 |2004-03-26|Comedy;Crime;Thriller
Williamson, Fred|No Way Back (1976)|1976|5.8 |1976-05-01|Action;Crime;Drama
Butler, Gerard|RocknRolla (2008)|2008|7.3 |2008-10-31|Action;Crime;Thriller
Crystal, Billy|Mr. Saturday Night (1992)|1992|5.8 |1992-09-23|Comedy;Drama
Ginty, Robert|The Alchemist (1983)|1983|3.8 |1986-03-01|Horror
Chambers, Marilyn (I)|Never a Tender Moment (1979)|1979|7.0 |1979-03-13|Adult;Short
Lambert, Christopher (I)|The Sicilian (1987)|87|5.3 |1987-10-23|Action;Crime;Drama
Damon, Matt|Howard Zinn: You Can't Be Neutral on a Moving Train (2004)|2004|7.4 |2004-06-18|Documentary
Walken, Christopher|The Dogs of War (1980)|1980|6.3 |1981-02-13|Action;Adventure;Drama;War
Williamson, Fred|That Man Bolt (1973)|1973|5.6 |1973-12-01|Drama
Slater, Christian (I)|True Romance (1993)|1993|8.0 |1993-09-10|Crime;Drama;Thriller
Cusack, John (I)|High Fidelity (2000)|00|7.6 |2000-03-31|Comedy;Drama;Music;Romance
Chan, Jackie (I)|Hung fan kui (1995)|1995|6.7 |1996-02-23|Action;Comedy;Crime;Thriller
Katsu, Shintarô|Zatôichi chikemuri kaidô (1967)|1967|7.6 |1970-04-01|Action;Adventure;Drama
