movieid;title;year;rank;releasedate
3229119;The Distinguished Gentleman (1992);1992;5.8 ;1992-12-04
2354985;American Hustle (2013);2013;7.3 ;2013-12-20
2591477;Empire of the Sun (1987);1987;7.8 ;1987-12-25
2725713;I'm Not There. (2007);2007;7.0 ;2007-12-07
2859778;Little Women (1994);1994;7.3 ;1994-12-25
2914794;Mio min Mio (1987);1987;6.5 ;1988-05-01
3281860;The Prestige (2006);2006;8.5 ;2006-10-20
2537435;Desperado (1995);1995;7.2 ;1995-08-25
2634758;Four Rooms (1995);1995;6.7 ;1995-12-25
3127518;Shrek 2 (2004);2004;7.2 ;2004-05-19
3127523;Shrek Forever After (2010);2010;6.4 ;2010-05-21
3127530;Shrek the Third (2007);2007;6.0 ;2007-05-18
3157442;Spy Kids (2001);2001;5.4 ;2001-03-30
3218680;The Celluloid Closet (1995);1995;7.7 ;1996-03-15
2460526;Casting By (2012);2012;7.6 ;2013-11-01
2498594;Crazy Heart (2009);2009;7.3 ;2010-02-05
2774849;K-PAX (2001);2001;7.4 ;2001-10-26
2865747;Los Angeles (2005);2005;6.1 ;2005-01-31
3106895;Seabiscuit (2003);2003;7.3 ;2003-07-25
3161043;Starman (1984);1984;7.0 ;1984-12-14
3177432;Surf's Up (2007);2007;6.8 ;2007-06-08
3222530;The Contender (2000);2000;7.0 ;2000-10-13
3237069;The Fisher King (1991);1991;7.6 ;1991-09-27
3322709;Thunderbolt and Lightfoot (1974);1974;7.1 ;1974-05-24
2894515;Mars Attacks! (1996);1996;6.3 ;1996-12-13
3258412;The Lawnmower Man (1992);1992;5.4 ;1992-03-06
3261637;The Long Good Friday (1980);1980;7.8 ;1982-04-02
3269460;The Mirror Crack'd (1980);1980;6.2 ;1980-12-19
2295117;100 Rifles (1969);1969;5.9 ;1969-03-26
2687702;He Got Game (1998);1998;6.9 ;1998-05-01
2894515;Mars Attacks! (1996);1996;6.3 ;1996-12-13
2985213;One Down, Two to Go (1982);1982;4.6 ;1982-11-19
3187263;Take a Hard Ride (1975);1975;5.8 ;1975-10-29
2524242;Dear Frankie (2004);2004;7.8 ;2005-04-15
2684930;Harrison's Flowers (2000);2000;7.2 ;2002-03-15
2714749;How to Train Your Dragon (2010);2010;8.2 ;2010-03-26
2928677;Movie 43 (2013);2013;4.3 ;2013-01-25
2959250;Nim's Island (2008);2008;6.0 ;2008-04-04
2649574;Gardens of Stone (1987);1987;6.4 ;1987-05-08
2955032;New York, I Love You (2008);2008;6.3 ;2009-10-16
3036907;Preggoland (2014);2014;5.5 ;2015-05-08
3242103;The Glory Guys (1965);1965;6.2 ;1965-07-07
3317653;Thief (1981);1981;7.4 ;1981-03-27
2479524;City of Angels (1998);1998;6.7 ;1998-04-10
2570801;Dying of the Light (2014);2014;4.3 ;2014-12-05
2752315;It Could Happen to You (1994);1994;6.3 ;1994-07-29
2791415;Kiss of Death (1995);1995;5.9 ;1995-04-21
2924661;Moonstruck (1987);1987;7.1 ;1988-01-15
2345447;Alfie (1966);1966;7.1 ;1966-08-24
2383420;Austin Powers in Goldmember (2002);2002;6.2 ;2002-07-26
2399607;Battle of Britain (1969);1969;7.0 ;1969-10-24
2422528;Blame It on Rio (1984);1984;5.7 ;1984-02-17
2511806;Danger Within (1959);1959;6.8 ;1960-01-17
3037434;Preminger: Anatomy of a Filmmaker (1991);1991;7.1 ;1991-10-28
3245843;The Hand (1981);1981;5.4 ;1981-04-24
3257872;The Last Valley (1971);1971;7.4 ;1971-01-28
3281860;The Prestige (2006);2006;8.5 ;2006-10-20
3371740;Valentino: The Last Emperor (2008);2008;7.2 ;2009-05-08
2524862;Death Race 2000 (1975);1975;6.2 ;1975-04-27
2614377;Fast Charlie... the Moonbeam Rider (1979);1979;6.0 ;1979-05-01
2879998;Macho Callahan (1970);1970;5.0 ;1970-08-17
3148866;Sonny Boy (1989);1989;5.4 ;1990-10-26
3185939;Taggart (1964);1964;5.8 ;1965-02-01
3261640;The Long Goodbye (1973);1973;7.7 ;1973-03-07
3322041;Through Your Eyes (2007);2007;6.6 ;2007-04-01
3340583;Treasure Raiders (2007);2007;4.7 ;2009-06-02
2770884;Jui kuen II (1994);1994;7.6 ;2000-10-20
2799658;Kung Fu Panda (2008);2008;7.6 ;2008-06-06
3189419;Tang ran ke (1972);1972;6.1 ;1974-04-01
3189417;Tang lang (1978);1978;7.2 ;1984-01-01
3258994;The Legend of the 7 Golden Vampires (1974);1974;6.0 ;1979-06-01
2797166;Kozure satsujin ken (1976);1976;6.9 ;1981-02-01
3124572;Shinkansen daibakuha (1975);1975;7.0 ;1976-01-01
2508422;Daddy (2001/I);2001;6.6 ;2001-10-11
3120121;Shankar Dada MBBS (2004);2004;7.3 ;2004-10-15
2715288;Hu ying (1983);1983;6.9 ;1983-10-01
2550039;Dip huet seung hung (1989);1989;7.9 ;1990-09-01
2663747;Going to Pieces: The Rise and Fall of the Slasher Film (2006);2006;7.3 ;2006-10-13
2841664;Leatherheads (2008);2008;6.0 ;2008-04-04
2925894;Morning Glory (2010);2010;6.5 ;2010-11-10
3144964;Solaris (2002);2002;6.2 ;2002-11-27
3151311;South Park: Bigger Longer & Uncut (1999);1999;7.8 ;1999-06-30
3157442;Spy Kids (2001);2001;5.4 ;2001-03-30
3320908;Three Kings (1999);1999;7.2 ;1999-10-01
2319154;A New Look at the Legend of Robin Hood and Maid Marian (1976);1976;5.9 ;1976-01-01
2541337;Diamonds Are Forever (1971);1971;6.7 ;1971-12-17
2699001;Highlander II: The Quickening (1991);1991;4.0 ;1991-11-01
2619696;Field of Dreams (1989);1989;7.6 ;1989-05-05
2962807;No Way Out (1987);1987;7.1 ;1987-08-14
3211100;The Big Chill (1983);1983;7.2 ;1983-09-30
3245184;The Guardian (2006/I);2006;6.8 ;2006-09-29
3265874;The Man Who Saved the World (2014);2014;7.9 ;2015-09-18
2564638;Dream House (2011);2011;5.9 ;2011-09-30
2720940;I Dreamed of Africa (2000);2000;5.5 ;2000-05-05
2870359;Love Is the Devil: Study for a Portrait of Francis Bacon (1998);1998;6.6 ;1998-10-07
2932956;Munich (2005);2005;7.6 ;2006-01-06
3242502;The Golden Compass (2007);2007;6.1 ;2007-12-07
2844862;Les Misérables (2012);2012;7.6 ;2012-12-25
2383420;Austin Powers in Goldmember (2002);2002;6.2 ;2002-07-26
2519793;Days of Thunder (1990);1990;5.9 ;1990-06-27
2613394;Far and Away (1992);1992;6.5 ;1992-05-22
2792963;Knight and Day (2010);2010;6.3 ;2010-06-23
2857587;Lions for Lambs (2007);2007;6.2 ;2007-11-09
3079411;Rock of Ages (2012);2012;5.9 ;2012-06-15
3190542;Taps (1981);1981;6.7 ;1981-12-25
3371895;Valkyrie (2008);2008;7.1 ;2008-12-25
2296733;15 Minutes (2001);2001;6.1 ;2001-03-09
2354985;American Hustle (2013);2013;7.3 ;2013-12-20
2389793;Backdraft (1991);1991;6.7 ;1991-05-24
2455855;Cape Fear (1991);1991;7.3 ;1991-11-15
2460526;Casting By (2012);2012;7.6 ;2013-11-01
2609901;Fahrenheit 9/11 (2004);2004;7.5 ;2004-06-25
2611240;Falling in Love (1984);1984;6.4 ;1984-11-21
2674143;Guilty by Suspicion (1991);1991;6.5 ;1991-03-15
2756726;Jackie Brown (1997);1997;7.5 ;1997-12-25
2831058;Last Vegas (2013);2013;6.7 ;2013-11-01
3203620;The Adventures of Rocky & Bullwinkle (2000);2000;4.1 ;2000-06-30
3242998;The Good Shepherd (2006);2006;6.7 ;2006-12-22
3265874;The Man Who Saved the World (2014);2014;7.9 ;2015-09-18
2403589;Before Night Falls (2000);2000;7.3 ;2001-02-23
2426076;Blow (2001);2001;7.6 ;2001-04-06
2637470;Freddy's Dead: The Final Nightmare (1991);1991;4.9 ;1991-09-13
2663747;Going to Pieces: The Rise and Fall of the Slasher Film (2006);2006;7.3 ;2006-10-13
2926277;Mortdecai (2015);2015;5.5 ;2015-01-23
3025198;Platoon (1986);1986;8.1 ;1987-02-06
3053882;R.P.G. II (1988);1988;8.2 ;1988-01-01
3180254;Sweeney Todd: The Demon Barber of Fleet Street (2007);2007;7.5 ;2007-12-21
3023658;Pitch Black (2000);2000;7.1 ;2000-02-18
2831058;Last Vegas (2013);2013;6.7 ;2013-11-01
2946851;Napoleon and Samantha (1972);1972;6.1 ;1972-07-05
3337267;Traffic (2000);2000;7.7 ;2001-01-05
2384722;Avengers: Age of Ultron (2015);2015;7.9 ;2015-05-01
2639626;Friends & Lovers (1999);1999;4.5 ;1999-04-16
2750239;Iron Man 2 (2010);2010;7.1 ;2010-05-07
2986146;One Night Stand (1997);1997;5.9 ;1997-11-14
3279653;The Pick-up Artist (1987);1987;5.1 ;1987-09-18
3332963;Too Much Sun (1990);1990;4.1 ;1991-01-25
3432977;Zodiac (2007);2007;7.7 ;2007-03-02
2384735;Avenging Force (1986);1986;5.7 ;1986-09-12
3359842;Uncommon Valor (1983);1983;6.3 ;1983-12-16
2353808;Ambush at Cimarron Pass (1958);1958;5.4 ;1958-03-01
2440767;Bronco Billy (1980);1980;6.0 ;1980-06-11
2460526;Casting By (2012);2012;7.6 ;2013-11-01
2598935;Escape from Alcatraz (1979);1979;7.6 ;1979-06-22
2649920;Gary Cooper: American Life, American Legend (1989);1989;7.0 ;1989-11-05
2668708;Gran Torino (2008);2008;8.2 ;2009-01-09
2681368;Hang 'Em High (1968);1968;7.0 ;1968-08-03
2883067;Magnum Force (1973);1973;7.2 ;1973-12-25
2953677;Never Say Goodbye (1956);1956;6.6 ;1956-03-10
3000852;Pale Rider (1985);1985;7.3 ;1985-06-28
3240235;The Gauntlet (1977);1977;6.4 ;1977-12-21
3288930;The Rookie (1990);1990;5.8 ;1990-12-07
3322709;Thunderbolt and Lightfoot (1974);1974;7.1 ;1974-05-24
3403233;Where Eagles Dare (1968);1968;7.7 ;1969-03-12
3408419;Wild Bill: Hollywood Maverick (1995);1995;7.3 ;1995-11-01
2770387;Judgment Night (1993);1993;6.6 ;1993-10-15
3215112;The Breakfast Club (1985);1985;7.9 ;1985-02-15
3310006;The War at Home (1996);1996;7.1 ;1996-11-20
2407038;Beneath (2013/V);2013;5.5 ;2014-07-25
2485067;Cold Heart (2001);2001;5.3 ;2001-02-10
2686051;Hatfields and McCoys: Bad Blood (2012);2012;3.9 ;2012-06-05
2897300;Matchmaker Mary (2008);2008;6.9 ;2008-09-01
3258412;The Lawnmower Man (1992);1992;5.4 ;1992-03-06
2307006;92 in the Shade (1975);1975;6.4 ;1975-08-29
2428744;Bodies, Rest & Motion (1993);1993;5.6 ;1993-04-09
2871569;Love and a .45 (1994);1994;6.0 ;1994-11-23
2906323;Mercenary Fighters (1988);1988;4.1 ;1988-02-01
3390670;Wanda Nevada (1979);1979;5.4 ;1979-06-01
2925060;More American Graffiti (1979);1979;5.2 ;1979-08-03
2925894;Morning Glory (2010);2010;6.5 ;2010-11-10
3056162;Raiders of the Lost Ark (1981);1981;8.6 ;1981-06-12
2460526;Casting By (2012);2012;7.6 ;2013-11-01
2930993;Mrs. Soffel (1984);1984;6.3 ;1984-12-26
3011416;Payback (1999/I);1999;7.1 ;1999-02-05
2684603;Harley Davidson and the Marlboro Man (1991);1991;5.9 ;1991-08-23
2881511;Madhouse (1990);1990;5.2 ;1990-02-16
2318856;A Murder of Crows (1998);1998;6.4 ;1999-07-06
2660284;Gladiator (1992);1992;6.4 ;1992-03-06
2746137;Instinct (1999);1999;6.5 ;1999-06-04
2770387;Judgment Night (1993);1993;6.6 ;1993-10-15
3012005;Pearl Harbor (2001);2001;6.0 ;2001-05-25
3142399;Snow Dogs (2002);2002;5.1 ;2002-01-18
3399320;What Dreams May Come (1998);1998;7.0 ;1998-10-02
2894172;Marooned (1969);1969;5.8 ;1969-12-11
2918064;Misunderstood (1984);1984;6.0 ;1984-03-30
2962807;No Way Out (1987);1987;7.1 ;1987-08-14
3176547;Superman (1978);1978;7.3 ;1978-12-15
3254280;The Kid Stays in the Picture (2002);2002;7.4 ;2002-08-16
3348808;Twice in a Lifetime (1985);1985;6.5 ;1985-10-23
3350802;Two of a Kind (1983);1983;4.6 ;1983-12-16
3359842;Uncommon Valor (1983);1983;6.3 ;1983-12-16
3426077;Young Frankenstein (1974);1974;8.1 ;1974-12-15
2443490;Buffy the Vampire Slayer (1992);1992;5.5 ;1992-07-31
3155866;Split Second (1992);1992;6.2 ;1992-05-01
3248107;The Hitcher (1986);1986;7.3 ;1986-02-21
2724822;I quattro dell'Ave Maria (1968);1968;6.6 ;1969-09-03
2980767;Old Surehand (1965);1965;5.8 ;1968-02-01
2526082;Deception (2008/I);2008;6.0 ;2008-04-25
2844862;Les Misérables (2012);2012;7.6 ;2012-12-25
2928677;Movie 43 (2013);2013;4.3 ;2013-01-25
3281860;The Prestige (2006);2006;8.5 ;2006-10-20
3418217;X-Men (2000);2000;7.4 ;2000-07-14
3418249;X-Men: The Last Stand (2006);2006;6.8 ;2006-05-26
2337824;African Cats (2011);2011;7.6 ;2011-04-22
2384722;Avengers: Age of Ultron (2015);2015;7.9 ;2015-05-01
2409635;Betsy's Wedding (1990);1990;5.6 ;1990-06-22
2527254;Def by Temptation (1990);1990;4.4 ;1990-03-23
2604064;Everything Is Samuel L. Jackson's Fault (2013);2013;6.9 ;2013-09-17
2750239;Iron Man 2 (2010);2010;7.1 ;2010-05-07
2756726;Jackie Brown (1997);1997;7.5 ;1997-12-25
2791415;Kiss of Death (1995);1995;5.9 ;1995-04-21
2919177;Mo' Better Blues (1990);1990;6.5 ;1990-08-03
3061910;Reasonable Doubt (2014);2014;5.7 ;2014-01-17
3160550;Star Wars: The Clone Wars (2008);2008;5.8 ;2008-08-15
3405282;White Sands (1992);1992;6.0 ;1992-04-24
3068220;Reno 911!: Miami (2007);2007;5.9 ;2007-02-23
3387751;WWE The Rock: The Most Electrifying Man In Sports Entertainment Vol 1 (2011);2011;7.7 ;2011-05-01
2685372;Harvard Beats Yale 29-29 (2008);2008;7.2 ;2008-11-19
2690145;Heaven & Earth (1993);1993;6.8 ;1994-01-07
2709000;Hope Springs (2012);2012;6.3 ;2012-08-08
2712402;House of Cards (1993);1993;6.2 ;1993-06-25
3120121;Shankar Dada MBBS (2004);2004;7.3 ;2004-10-15
3193899;Teen Maar (2011);2011;5.8 ;2011-04-14
2879892;Machibuse (1970);1970;7.2 ;1970-12-18
2756726;Jackie Brown (1997);1997;7.5 ;1997-12-25
2767341;Johnny Dangerously (1984);1984;6.4 ;1984-12-21
2999211;Pacific Heights (1990);1990;6.3 ;1990-09-28
2959749;Ninja Assassin (2009);2009;6.4 ;2009-11-25
3036384;Pray for Death (1985);1985;5.7 ;1985-11-01
2465835;Chandni Chowk to China (2009);2009;3.9 ;2009-01-16
2697367;Heyy Babyy (2007);2007;5.7 ;2007-08-24
2699001;Highlander II: The Quickening (1991);1991;4.0 ;1991-11-01
3250060;The Hunted (1995);1995;5.9 ;1995-02-24
2390405;Bad Boys II (2003);2003;6.5 ;2003-07-18
2853524;Life (1999/I);1999;6.6 ;1999-04-16
2948416;National Security (2003);2003;5.5 ;2003-01-17
2644624;Fury of the Dragon (1976);1976;5.8 ;1976-01-01
2894086;Marlowe (1969);1969;6.4 ;1969-10-31
2324456;A Tale of Two Cities (1958);1958;7.2 ;1958-08-04
2563454;Dracula (1958);1958;7.5 ;1958-05-08
2609683;Fade to Black (1980);1980;5.9 ;1980-10-14
2633904;Fortune Is a Woman (1957);1957;6.9 ;1958-07-08
2681864;Hannie Caulder (1971);1971;6.4 ;1972-07-01
2712717;House of the Long Shadows (1983);1983;6.4 ;1984-04-01
2914794;Mio min Mio (1987);1987;6.5 ;1988-05-01
2932758;Mummies: Secrets of the Pharaohs (2007);2007;6.5 ;2007-05-25
3059210;Rasputin: The Mad Monk (1966);1966;6.3 ;1966-04-06
3160550;Star Wars: The Clone Wars (2008);2008;5.8 ;2008-08-15
3191432;Taste the Blood of Dracula (1970);1970;6.4 ;1970-06-07
3209144;The Battle of the River Plate (1956);1956;6.6 ;1957-11-01
3215322;The Brides of Fu Manchu (1966);1966;5.6 ;1966-12-16
3234181;The Face of Fu Manchu (1965);1965;6.0 ;1965-10-24
3242502;The Golden Compass (2007);2007;6.1 ;2007-12-07
3248213;The Hobbit: The Battle of the Five Armies (2014);2014;7.5 ;2014-12-17
3262086;The Lord of the Rings: The Two Towers (2002);2002;8.7 ;2002-12-18
3274600;The Oblong Box (1969);1969;6.0 ;1969-06-11
3304305;The Traitor (1957);1957;5.9 ;1958-07-13
3343808;Trottie True (1949);1949;6.4 ;1949-12-09
3354917;Umbracle (1970);1970;6.1 ;1972-01-01
3081712;Romeo Must Die (2000);2000;6.1 ;2000-03-22
3363887;Unleashed (2005);2005;7.0 ;2005-05-13
2767439;Johnny Mnemonic (1995);1995;5.5 ;1995-05-26
3053882;R.P.G. II (1988);1988;8.2 ;1988-01-01
3079921;Rocky V (1990);1990;5.1 ;1990-11-16
2339671;Agent Crush (2008);2008;6.7 ;2010-01-01
2402823;Bed & Breakfast (1991);1991;5.4 ;1992-08-07
2541470;Diane (1956);1956;6.1 ;1956-01-12
2664018;Gold (1974);1974;5.7 ;1974-10-16
3200287;That Lucky Touch (1975);1975;4.6 ;1975-12-01
3291261;The Sea Wolves (1980);1980;6.3 ;1981-06-05
3312190;The Wild Geese (1978);1978;6.8 ;1978-11-11
3343808;Trottie True (1949);1949;6.4 ;1949-12-09
2366754;Another 48 Hrs. (1990);1990;5.8 ;1990-06-08
2853524;Life (1999/I);1999;6.6 ;1999-04-16
3127518;Shrek 2 (2004);2004;7.2 ;2004-05-19
3127523;Shrek Forever After (2010);2010;6.4 ;2010-05-21
3127530;Shrek the Third (2007);2007;6.0 ;2007-05-18
3229119;The Distinguished Gentleman (1992);1992;5.8 ;1992-12-04
3336338;Tower Heist (2011);2011;6.2 ;2011-11-04
2494064;Coral Reef Adventure (2003);2003;7.0 ;2003-02-14
2646900;Gake no ue no Ponyo (2008);2008;7.7 ;2009-08-14
2648996;Gangs of New York (2002);2002;7.5 ;2002-12-20
2706008;Home (2006/III);2006;6.0 ;2007-09-11
2790187;Kingdom of Heaven (2005);2005;7.2 ;2005-05-06
2909769;Michael Collins (1996);1996;7.1 ;1996-10-11
3187382;Taken (2008/I);2008;7.9 ;2009-01-30
3220091;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005);2005;6.9 ;2005-12-09
2528629;Delta Force 2: The Colombian Connection (1990);1990;4.6 ;1990-08-24
2917250;Missing in Action (1984);1984;5.3 ;1984-11-16
3333348;Top Dog (1995);1995;4.0 ;1995-04-28
2790003;King of the Road (2010);2010;7.8 ;2010-04-02
3191232;Tarzan, the Ape Man (1981);1981;3.2 ;1981-07-24
3307063;The Unknown (2005);2005;2.9 ;2005-04-14
3359874;Unconditional Love (1999);1999;3.8 ;1999-02-14
2410873;Beyond Borders (2003);2003;6.4 ;2003-10-24
2501456;Croupier (1998);1998;7.2 ;2000-07-28
2484986;Cold Creek Manor (2003);2003;4.9 ;2003-09-19
2627515;Flight of the Phoenix (2004);2004;6.1 ;2004-12-17
2638673;Frequency (2000);2000;7.3 ;2000-04-28
2760180;Jaws 3-D (1983);1983;3.5 ;1983-07-22
2928677;Movie 43 (2013);2013;4.3 ;2013-01-25
3287595;The Right Stuff (1983);1983;7.9 ;1983-10-21
3337267;Traffic (2000);2000;7.7 ;2001-01-05
2464788;Chain Reaction (1996);1996;5.5 ;1996-08-02
2767123;John Wick (2014);2014;7.2 ;2014-10-24
2767439;Johnny Mnemonic (1995);1995;5.5 ;1995-05-26
2858607;Little Buddha (1993);1993;6.0 ;1994-05-25
3015775;Permanent Record (1988);1988;6.3 ;1988-04-22
3147260;Something's Gotta Give (2003);2003;6.7 ;2003-12-12
3168212;Street Kings (2008);2008;6.8 ;2008-04-11
3257802;The Last Time I Committed Suicide (1997);1997;5.9 ;1997-06-20
3347022;Tune in Tomorrow... (1990);1990;6.2 ;1990-11-01
3426691;Youngblood (1986);1986;6.0 ;1986-01-31
2295117;100 Rifles (1969);1969;5.9 ;1969-03-26
2304179;4th and Life (2003);2003;6.4 ;2003-09-30
2379645;At Long Last Love (1975);1975;4.8 ;1975-03-01
2690010;Heat (1986);1986;5.4 ;1987-03-13
3019413;Physical Evidence (1989);1989;5.0 ;1989-01-27
3120689;Shark! (1969);1969;4.4 ;1969-10-08
3135382;Six Pack (1982);1982;5.7 ;1982-07-16
2306375;8 of Diamonds (2006);2006;4.2 ;2006-02-15
2347315;All American Christmas Carol (2013);2013;4.9 ;2013-11-05
2355405;American Strays (1996);1996;5.3 ;1996-09-13
2507414;DOA: Dead or Alive (2006);2006;4.8 ;2007-06-15
2790357;Kingshighway (2010);2010;7.0 ;2010-01-01
2948416;National Security (2003);2003;5.5 ;2003-01-17
3055880;Raggedy Man (1981);1981;6.8 ;1981-09-18
3080398;Rogue Strike (2014);2014;7.0 ;2014-12-16
3143086;So This Is Christmas (2013);2013;4.6 ;2013-10-01
3220457;The Civilization of Maxwell Bright (2005);2005;6.6 ;2007-09-28
3254921;The King's Guard (2000);2000;3.0 ;2000-08-01
3273691;The Night Never Sleeps (2012);2012;7.7 ;2012-07-13
3319073;This Is Our Time (2013);2013;5.5 ;2013-04-16
3319073;This Is Our Time (2013);2013;5.5 ;2013-03-01
3342611;Tripfall (2000);2000;3.1 ;2000-06-27
2389793;Backdraft (1991);1991;6.7 ;1991-05-24
2513748;Dark Blue (2002);2002;6.6 ;2003-02-21
2914884;Miracle (2004);2004;7.5 ;2004-02-06
3181457;Swing Shift (1984);1984;5.9 ;1984-04-13
3331589;Tombstone (1993);1993;7.8 ;1993-12-25
3363863;Unlawful Entry (1992);1992;6.2 ;1992-06-26
2329217;A/k/a Tommy Chong (2006);2006;7.4 ;2008-03-01
2455997;Capitalism: A Love Story (2009);2009;7.4 ;2009-10-02
2616687;Feed (1992);1992;5.8 ;1992-10-01
2694921;Hercules in New York (1969);1969;3.1 ;1970-02-25
2830031;Last Action Hero (1993);1993;6.2 ;1993-06-18
3087466;Running with Arnold (2006);2006;4.3 ;2006-10-01
3257632;The Last Stand (2013);2013;6.4 ;2013-01-18
3261640;The Long Goodbye (1973);1973;7.7 ;1973-03-07
3301944;The Terminator (1984);1984;8.1 ;1984-10-26
3344506;True Lies (1994);1994;7.2 ;1994-07-15
2893899;Marked for Death (1990);1990;5.8 ;1990-10-05
3360378;Under Siege 2: Dark Territory (1995);1995;5.4 ;1995-07-14
2309521;A Christmas Horror Story (2015);2015;7.2 ;2015-01-01
2637608;Free Enterprise (1998);1998;7.0 ;1999-06-04
3295924;The Soldier (1962);1962;6.8 ;1962-01-01
2372965;Armageddon Boulevard (1999);1999;5.4 ;1999-03-02
2711159;Hot Shots! Part Deux (1993);1993;6.6 ;1993-05-21
3025198;Platoon (1986);1986;8.1 ;1987-02-06
3102218;Scary Movie 5 (2013);2013;3.5 ;2013-04-12
3288930;The Rookie (1990);1990;5.8 ;1990-12-07
2390405;Bad Boys II (2003);2003;6.5 ;2003-07-18
2680859;Hancock (2008);2008;6.4 ;2008-07-02
2762667;Jersey Girl (2004);2004;6.2 ;2004-03-26
3283708;The Pursuit of Happyness (2006);2006;7.9 ;2006-12-15
2919177;Mo' Better Blues (1990);1990;6.5 ;1990-08-03
2986146;One Night Stand (1997);1997;5.9 ;1997-11-14
2483465;Cobra (1986);1986;5.6 ;1986-05-23
2524862;Death Race 2000 (1975);1975;6.2 ;1975-04-27
2862229;Lock Up (1989);1989;6.3 ;1989-08-04
3017450;Peter's Friends (1992);1992;7.0 ;1992-12-25
3079875;Rocky III (1982);1982;6.7 ;1982-05-28
3079921;Rocky V (1990);1990;5.1 ;1990-11-16
3165619;Stop! Or My Mom Will Shoot (1992);1992;4.0 ;1992-02-21
2706864;Homefront (2013/I);2013;6.5 ;2013-11-27
3006461;Parker (2013);2013;6.2 ;2013-01-25
3252586;The Italian Job (2003);2003;7.0 ;2003-05-30
2337824;African Cats (2011);2011;7.6 ;2011-04-22
2484129;Code Name: Emerald (1985);1985;6.0 ;1985-09-27
2826180;Lady Jane (1986);1986;7.2 ;1986-02-07
3160330;Star Trek: Nemesis (2002);2002;6.4 ;2002-12-13
3275282;The Olympic Ticket Scalper (2012);2012;7.3 ;2012-08-21
3418217;X-Men (2000);2000;7.4 ;2000-07-14
3418249;X-Men: The Last Stand (2006);2006;6.8 ;2006-05-26
2361412;Anchorman: The Legend of Ron Burgundy (2004);2004;7.3 ;2004-07-09
2385576;Awesome; I Fuckin' Shot That! (2006);2006;7.4 ;2006-03-31
2591477;Empire of the Sun (1987);1987;7.8 ;1987-12-25
3162814;Stella (1990);1990;5.9 ;1990-02-02
3291841;The Secret Life of Walter Mitty (2013);2013;7.4 ;2013-12-25
3316768;There's Something About Mary (1998);1998;7.1 ;1998-07-15
3336338;Tower Heist (2011);2011;6.2 ;2011-11-04
2479604;City of Joy (1992);1992;6.3 ;1992-04-15
2669397;Grandview, U.S.A. (1984);1984;5.1 ;1984-08-03
3359842;Uncommon Valor (1983);1983;6.3 ;1983-12-16
3426691;Youngblood (1986);1986;6.0 ;1986-01-31
2383420;Austin Powers in Goldmember (2002);2002;6.2 ;2002-07-26
2460526;Casting By (2012);2012;7.6 ;2013-11-01
